,TARGET
48030,1.0
179103,0.0
179105,1.0
179109,0.0
179119,1.0
48050,0.0
179124,0.0
179130,1.0
48060,0.0
179135,0.0
48066,1.0
179139,0.0
179141,0.0
179147,0.0
179148,0.0
48082,0.0
48083,0.0
179155,1.0
48090,1.0
179164,0.0
179165,0.0
48099,1.0
179176,0.0
179178,0.0
179179,0.0
179183,1.0
179184,1.0
48119,1.0
179202,0.0
179203,1.0
48134,0.0
179213,0.0
179219,0.0
48163,1.0
179240,1.0
179245,1.0
48177,1.0
48179,0.0
179253,1.0
179255,1.0
48192,0.0
179265,1.0
179267,0.0
48203,1.0
179276,1.0
48205,1.0
48206,0.0
179278,1.0
48213,0.0
179300,1.0
48230,0.0
179307,1.0
48236,0.0
48262,0.0
48263,0.0
179337,0.0
48269,1.0
179347,1.0
48278,1.0
48281,1.0
48284,0.0
179365,1.0
48299,1.0
179374,1.0
179377,1.0
48307,0.0
48308,0.0
179389,0.0
48327,0.0
48331,1.0
48336,0.0
179408,1.0
48343,1.0
179419,0.0
179429,0.0
179431,0.0
48360,0.0
48361,0.0
48368,1.0
48369,0.0
179443,0.0
179444,1.0
179445,0.0
48383,0.0
179465,1.0
179466,1.0
48401,1.0
179474,0.0
48402,1.0
179476,0.0
179495,1.0
179501,0.0
48431,0.0
48433,0.0
48442,0.0
179521,1.0
48453,1.0
179529,0.0
179532,0.0
179533,1.0
48471,0.0
179549,1.0
179550,0.0
179552,0.0
179557,0.0
179558,1.0
48488,1.0
48489,0.0
48490,0.0
48492,0.0
48495,0.0
48497,0.0
179579,0.0
179585,1.0
48515,0.0
179592,0.0
179594,1.0
179601,1.0
48530,1.0
179605,0.0
179608,1.0
48536,1.0
48541,1.0
179618,1.0
48547,1.0
48549,0.0
179622,1.0
48554,1.0
179627,0.0
48556,0.0
48558,0.0
48562,0.0
179640,1.0
179641,1.0
48573,1.0
48584,0.0
179657,1.0
48591,0.0
48592,0.0
179665,1.0
179666,0.0
179672,0.0
179677,0.0
48606,1.0
179679,0.0
48611,0.0
48616,1.0
48626,0.0
48627,1.0
48629,0.0
179701,0.0
48633,1.0
179710,1.0
179720,1.0
48652,0.0
48653,1.0
179730,1.0
48671,1.0
179750,1.0
179754,0.0
179756,1.0
48686,1.0
48692,1.0
179773,1.0
48704,0.0
48705,0.0
179776,1.0
179783,0.0
179792,0.0
179793,1.0
48723,0.0
179797,1.0
179805,1.0
48735,1.0
48738,1.0
48739,0.0
179812,0.0
48745,0.0
48746,0.0
48755,1.0
179828,1.0
48763,0.0
48772,1.0
48776,0.0
179849,0.0
48783,0.0
179859,0.0
179867,1.0
179870,1.0
179874,0.0
179875,0.0
48807,1.0
48809,0.0
48811,1.0
179887,0.0
179888,0.0
179890,1.0
48820,1.0
179894,1.0
179896,0.0
179897,0.0
179898,1.0
48832,0.0
179905,1.0
48835,1.0
48838,0.0
179922,0.0
179928,0.0
179934,0.0
48865,0.0
179942,0.0
48874,0.0
179949,0.0
48877,1.0
48880,0.0
179952,1.0
48883,1.0
48885,0.0
48889,0.0
179962,0.0
179970,1.0
179973,1.0
179979,1.0
179982,1.0
179986,1.0
48919,0.0
179995,1.0
48925,0.0
180003,1.0
180018,0.0
180019,0.0
48949,0.0
48953,1.0
180029,1.0
180034,0.0
180035,0.0
48967,0.0
180042,0.0
180043,0.0
48977,1.0
48979,0.0
180052,0.0
180060,1.0
48990,1.0
180065,0.0
180067,1.0
48996,0.0
49007,1.0
180080,0.0
180082,1.0
49013,0.0
180087,1.0
49016,0.0
180096,1.0
49028,0.0
180100,1.0
49030,1.0
49034,1.0
180108,0.0
49041,1.0
49044,0.0
180116,0.0
49054,1.0
180128,0.0
180130,0.0
49059,1.0
180133,0.0
180141,1.0
49074,1.0
49077,0.0
180149,0.0
180150,1.0
180159,1.0
49090,1.0
180163,0.0
49093,0.0
180165,1.0
49099,0.0
49101,1.0
180174,1.0
49109,1.0
180182,1.0
49115,0.0
180192,0.0
180204,0.0
49136,0.0
180208,0.0
180210,1.0
49141,0.0
180215,1.0
49148,1.0
49153,0.0
49167,1.0
49170,0.0
180243,0.0
49174,0.0
49175,0.0
49179,1.0
49184,0.0
180259,1.0
180260,0.0
49188,0.0
180262,1.0
49199,0.0
180272,0.0
49201,0.0
180274,1.0
49206,1.0
49211,0.0
180298,0.0
180300,1.0
49231,0.0
180306,1.0
180308,1.0
180311,0.0
49244,1.0
49252,1.0
180331,0.0
49264,1.0
180336,1.0
49271,1.0
180354,1.0
180356,1.0
49285,0.0
49296,1.0
49300,1.0
49313,0.0
49315,1.0
180389,0.0
49320,0.0
49322,0.0
180394,1.0
180398,0.0
180411,0.0
180412,0.0
180413,1.0
49347,0.0
180421,0.0
180426,1.0
49359,1.0
49364,1.0
180437,0.0
180439,1.0
49373,0.0
49376,0.0
180460,1.0
180469,0.0
49400,1.0
49401,1.0
180481,0.0
180485,1.0
180487,0.0
180495,1.0
180496,0.0
180499,1.0
49428,1.0
180502,0.0
180511,0.0
49439,1.0
49443,1.0
180520,0.0
180522,1.0
49454,1.0
180534,1.0
180537,0.0
49466,0.0
49468,0.0
180546,1.0
180547,1.0
180552,1.0
49481,1.0
180574,0.0
49504,0.0
180577,0.0
180590,1.0
180598,1.0
180600,1.0
180601,1.0
49532,0.0
49552,0.0
49555,0.0
180629,0.0
49561,0.0
49564,0.0
49565,0.0
49571,0.0
49573,1.0
49594,1.0
180675,0.0
49604,0.0
180676,1.0
180680,1.0
49611,1.0
49615,1.0
49618,0.0
49621,0.0
180693,0.0
180703,0.0
49632,1.0
180707,1.0
180711,0.0
180712,0.0
180713,0.0
49640,1.0
49647,1.0
49649,1.0
180722,1.0
49674,1.0
49676,0.0
180748,0.0
180750,1.0
49681,1.0
180758,1.0
180760,0.0
180761,0.0
49690,1.0
180766,1.0
180768,0.0
180770,0.0
49699,0.0
49700,1.0
49701,1.0
180783,1.0
180789,0.0
49722,1.0
180796,1.0
180797,0.0
49727,0.0
180802,0.0
180805,0.0
49733,1.0
49737,1.0
180813,1.0
49741,1.0
49745,1.0
180819,0.0
49766,1.0
180842,1.0
180847,0.0
49777,1.0
49782,0.0
180858,1.0
180860,0.0
49789,0.0
180865,1.0
49795,0.0
180868,1.0
49797,0.0
180879,0.0
49815,1.0
49818,1.0
180891,1.0
180897,0.0
49827,1.0
49830,1.0
180903,0.0
49837,1.0
180913,0.0
49846,1.0
180921,1.0
49854,1.0
49855,0.0
49856,0.0
49862,1.0
49863,1.0
180936,1.0
180937,0.0
180942,0.0
180945,0.0
49876,1.0
180960,0.0
180961,0.0
49892,1.0
49899,1.0
49901,0.0
180977,0.0
49907,0.0
180979,1.0
180992,1.0
49925,1.0
180998,0.0
49926,0.0
181000,0.0
181011,1.0
181013,0.0
181017,0.0
49955,0.0
181030,1.0
49967,0.0
181045,0.0
49973,1.0
49977,0.0
49985,0.0
49986,1.0
181060,0.0
181061,1.0
181062,0.0
181065,1.0
50008,1.0
50011,1.0
181095,1.0
50027,0.0
181102,0.0
50032,0.0
181108,0.0
50039,1.0
50043,0.0
181115,1.0
181123,1.0
181125,0.0
181126,1.0
181127,0.0
50053,1.0
50063,0.0
181138,0.0
50066,1.0
181141,1.0
50075,0.0
50078,1.0
50082,0.0
50085,1.0
181158,1.0
181167,1.0
50096,0.0
50098,0.0
181171,1.0
181172,0.0
50103,1.0
181179,0.0
50107,0.0
50116,1.0
50117,1.0
50118,1.0
50123,1.0
50145,1.0
50147,1.0
50148,1.0
181221,0.0
181228,0.0
181229,1.0
50158,1.0
181232,1.0
181237,0.0
181245,1.0
50175,1.0
50183,1.0
181256,1.0
50184,1.0
181264,0.0
181266,1.0
50196,1.0
50202,0.0
50205,0.0
181279,1.0
50209,0.0
50210,0.0
50211,1.0
181286,1.0
50224,0.0
181312,1.0
181325,1.0
181327,1.0
50256,1.0
181330,0.0
181332,0.0
50262,1.0
50270,1.0
50279,1.0
181353,1.0
181354,0.0
50283,0.0
50289,0.0
181362,1.0
181363,0.0
181364,0.0
50291,1.0
50294,1.0
181367,0.0
181372,0.0
181373,0.0
181380,0.0
50311,1.0
50313,1.0
50315,0.0
181387,1.0
181389,0.0
181403,1.0
181405,0.0
181406,0.0
50333,0.0
50336,0.0
50341,0.0
50342,0.0
181414,0.0
181419,1.0
50348,1.0
181420,1.0
50355,0.0
181427,1.0
50360,1.0
181445,0.0
50373,1.0
50386,1.0
181461,0.0
50394,0.0
50399,1.0
50406,1.0
181485,1.0
181486,1.0
181489,0.0
50417,1.0
181494,1.0
181505,1.0
50438,0.0
181510,1.0
181512,0.0
181513,1.0
181517,0.0
50447,0.0
181524,1.0
181542,0.0
181547,0.0
50481,1.0
50482,0.0
181560,0.0
181563,1.0
181566,1.0
50497,0.0
181570,1.0
181571,1.0
50501,1.0
181584,0.0
50514,1.0
50516,0.0
181588,0.0
50526,0.0
181604,1.0
50534,1.0
181608,0.0
50539,0.0
181612,0.0
50540,1.0
50543,1.0
50544,0.0
181616,0.0
181621,1.0
181622,0.0
50555,1.0
50558,0.0
181632,1.0
50566,1.0
181640,0.0
50571,1.0
50572,1.0
181645,1.0
181646,0.0
50574,1.0
50576,1.0
50581,0.0
181661,0.0
50591,1.0
50600,0.0
181673,0.0
181678,1.0
181688,1.0
50621,0.0
181693,0.0
181701,0.0
181702,1.0
181713,1.0
50642,0.0
181717,1.0
181721,0.0
50661,1.0
50664,0.0
181744,0.0
50677,0.0
50680,0.0
181756,0.0
50688,0.0
181762,1.0
50691,0.0
181763,1.0
50698,1.0
50701,0.0
181774,1.0
50708,0.0
50710,0.0
181782,1.0
50713,0.0
181786,0.0
181787,1.0
50721,0.0
50728,0.0
50734,1.0
181812,1.0
181816,0.0
181827,1.0
50760,1.0
181835,0.0
181838,0.0
181839,0.0
50771,1.0
181845,1.0
181849,0.0
50781,0.0
181858,0.0
181860,1.0
50794,1.0
50798,0.0
50800,1.0
50802,1.0
181880,0.0
50813,0.0
181891,0.0
50820,1.0
181895,1.0
50824,1.0
181898,0.0
50827,1.0
181905,1.0
50838,1.0
181917,1.0
50851,0.0
181924,1.0
50860,1.0
50865,1.0
50868,1.0
50874,1.0
181948,1.0
50880,0.0
50883,1.0
50887,0.0
50893,0.0
50907,0.0
50911,1.0
50916,0.0
50920,0.0
181996,1.0
50925,1.0
50940,0.0
182014,0.0
50942,1.0
182022,0.0
182024,1.0
50957,0.0
182030,1.0
182033,1.0
50961,1.0
50964,1.0
50972,1.0
182045,0.0
50973,1.0
182059,1.0
50988,1.0
50989,0.0
50997,1.0
50999,1.0
51002,1.0
182076,0.0
182079,1.0
51016,0.0
51023,0.0
51025,1.0
182111,1.0
182112,0.0
51044,1.0
182122,0.0
51050,1.0
51053,0.0
51056,1.0
182129,1.0
182130,0.0
182133,0.0
51064,1.0
51065,0.0
51067,0.0
51073,0.0
182153,0.0
51082,0.0
51083,1.0
51088,0.0
182163,1.0
51093,1.0
51095,1.0
51096,1.0
182173,1.0
51103,0.0
182177,0.0
51107,0.0
51109,1.0
182182,0.0
51111,0.0
51115,1.0
182189,1.0
182191,1.0
51128,1.0
51131,1.0
51136,0.0
51149,0.0
51152,1.0
51157,0.0
182229,1.0
182233,1.0
51168,1.0
51173,0.0
182248,1.0
51184,1.0
182259,1.0
182264,0.0
182271,0.0
182278,1.0
51211,0.0
182293,1.0
51229,1.0
51231,0.0
182307,0.0
51238,1.0
182315,0.0
182320,1.0
51249,1.0
51251,0.0
51252,0.0
182327,1.0
182336,1.0
182349,1.0
182352,1.0
51286,1.0
51289,0.0
182365,0.0
51293,1.0
182371,1.0
182376,1.0
182378,1.0
51309,0.0
51319,0.0
51324,1.0
182397,1.0
182401,0.0
51331,1.0
182406,0.0
182409,0.0
51339,1.0
182411,1.0
51341,1.0
51347,1.0
182428,0.0
51357,0.0
51363,0.0
182439,1.0
51368,1.0
182445,1.0
51374,0.0
182446,1.0
51375,1.0
182451,1.0
182452,0.0
51384,0.0
182457,0.0
51389,1.0
182473,1.0
182477,0.0
51406,1.0
51412,0.0
182485,0.0
182488,0.0
182490,1.0
51424,1.0
51425,0.0
51428,0.0
51429,0.0
182506,0.0
182507,1.0
51436,0.0
182511,0.0
182512,1.0
51446,0.0
182520,0.0
51448,1.0
182522,0.0
51451,1.0
182526,0.0
182529,0.0
182533,0.0
182539,0.0
182540,1.0
51469,1.0
51472,1.0
51473,0.0
51475,0.0
182548,0.0
182552,0.0
51484,0.0
182562,1.0
182563,1.0
182568,0.0
182569,0.0
51515,0.0
51524,0.0
51525,1.0
182596,1.0
51527,0.0
51529,1.0
51542,1.0
51543,0.0
182623,1.0
182625,1.0
51560,0.0
182633,0.0
51572,1.0
51573,0.0
182646,1.0
182647,1.0
182652,1.0
182655,0.0
51601,0.0
182676,0.0
182678,1.0
182689,1.0
182690,1.0
51621,1.0
51624,0.0
51625,0.0
182703,1.0
51632,0.0
51641,0.0
51656,1.0
182728,1.0
51659,1.0
51661,1.0
182736,0.0
51669,1.0
51670,1.0
51672,1.0
51680,0.0
182753,0.0
51681,0.0
51683,1.0
182754,1.0
51686,0.0
182765,1.0
182769,0.0
182778,1.0
182780,1.0
51714,1.0
51716,0.0
182788,1.0
182792,0.0
51720,0.0
182802,1.0
182814,0.0
182815,0.0
51745,0.0
182818,1.0
51747,1.0
182817,1.0
51750,0.0
51757,1.0
51771,1.0
51772,1.0
182847,1.0
51778,1.0
182852,0.0
182856,1.0
51785,1.0
182859,1.0
182863,1.0
182871,1.0
51803,1.0
51809,0.0
182884,0.0
51814,1.0
51821,0.0
51827,0.0
182905,1.0
51836,1.0
51837,0.0
51838,1.0
182914,0.0
51844,1.0
51847,0.0
182928,1.0
182936,1.0
182939,0.0
51879,0.0
182952,1.0
182956,0.0
182957,1.0
51891,1.0
51892,0.0
182976,0.0
51912,0.0
51918,1.0
51920,1.0
51921,0.0
182995,1.0
51924,0.0
51926,1.0
182999,0.0
51933,0.0
183016,1.0
51947,1.0
51954,1.0
183034,0.0
51964,1.0
183047,0.0
183052,1.0
51984,0.0
183057,0.0
183056,0.0
183059,0.0
51995,1.0
183073,0.0
52012,1.0
52014,1.0
183096,1.0
183103,0.0
52032,0.0
183112,0.0
52040,1.0
183119,1.0
52051,0.0
52055,1.0
52059,0.0
52064,1.0
183136,1.0
52067,1.0
52069,0.0
183143,1.0
183145,1.0
52077,0.0
183155,1.0
52083,1.0
183162,1.0
52094,1.0
52101,1.0
52105,0.0
52109,1.0
183184,1.0
52114,0.0
183191,0.0
52121,0.0
183193,0.0
52122,1.0
183194,1.0
183212,1.0
183214,1.0
183217,0.0
52154,0.0
183229,1.0
52159,0.0
183231,1.0
52161,0.0
183238,0.0
52167,0.0
52170,0.0
183254,0.0
183259,1.0
183260,1.0
52190,0.0
52193,1.0
183268,0.0
183271,1.0
52200,0.0
183273,1.0
183278,1.0
183292,1.0
183295,1.0
52224,1.0
183299,1.0
183300,0.0
183303,1.0
52237,0.0
52241,1.0
52242,1.0
183314,1.0
183315,1.0
52246,0.0
183318,0.0
183323,1.0
183328,1.0
183330,1.0
183332,1.0
183334,0.0
183335,0.0
52268,1.0
52275,0.0
183350,1.0
52284,0.0
183359,0.0
52287,1.0
183362,1.0
183365,1.0
183371,1.0
183376,0.0
52311,1.0
52315,0.0
183396,0.0
183401,0.0
183409,1.0
52344,0.0
183417,1.0
52346,1.0
183427,1.0
183430,0.0
52358,0.0
52361,0.0
183434,1.0
52368,0.0
183441,1.0
183448,1.0
183461,0.0
183463,0.0
183465,0.0
52396,0.0
52397,0.0
52402,1.0
52404,0.0
52405,1.0
52406,0.0
183479,0.0
183480,0.0
52407,1.0
183478,1.0
183486,1.0
183489,1.0
183491,0.0
183496,0.0
183500,1.0
183501,1.0
183515,1.0
183521,1.0
52449,1.0
183525,0.0
52456,1.0
183532,0.0
183534,0.0
183535,1.0
52465,0.0
52468,0.0
183542,0.0
52471,1.0
183544,0.0
183546,1.0
183553,0.0
183556,0.0
183557,0.0
52491,1.0
52495,1.0
183567,1.0
183575,0.0
183576,1.0
52516,0.0
52517,0.0
183593,1.0
52522,1.0
52531,0.0
52536,0.0
52540,1.0
52551,0.0
183631,0.0
183635,1.0
52565,0.0
183639,0.0
183641,0.0
52576,1.0
183654,0.0
52584,0.0
52599,1.0
52601,1.0
52602,1.0
183679,0.0
183681,1.0
52617,0.0
183693,1.0
52623,1.0
52626,0.0
183707,0.0
183711,1.0
183719,0.0
52650,1.0
52652,0.0
183727,0.0
52666,0.0
183738,0.0
183746,0.0
52681,0.0
52686,0.0
183760,0.0
183761,1.0
183764,1.0
183765,0.0
52697,1.0
52699,1.0
183772,0.0
183778,1.0
183783,1.0
183785,0.0
52714,1.0
52724,1.0
52730,0.0
52735,1.0
183809,0.0
183811,0.0
52740,1.0
183815,1.0
183816,0.0
183821,0.0
183822,0.0
52756,0.0
52761,0.0
52766,1.0
183838,1.0
52771,0.0
52780,0.0
52782,0.0
52784,0.0
52787,1.0
183866,1.0
183867,1.0
183871,0.0
52800,0.0
52803,0.0
183888,0.0
52820,0.0
52829,0.0
52835,1.0
52836,0.0
52837,0.0
52851,0.0
183926,1.0
183934,1.0
183935,1.0
52869,1.0
52877,0.0
183951,1.0
52883,0.0
183965,0.0
52893,0.0
183977,1.0
52910,0.0
52912,0.0
52925,0.0
52926,1.0
52930,1.0
184003,1.0
52933,1.0
184012,1.0
184013,0.0
184020,1.0
52952,1.0
184025,1.0
52959,0.0
52960,0.0
52961,0.0
52962,1.0
184036,1.0
184037,1.0
184040,0.0
52972,0.0
184045,0.0
184046,1.0
184049,0.0
52984,0.0
184056,0.0
184071,1.0
184072,1.0
184073,1.0
184074,0.0
53004,0.0
53015,1.0
184089,1.0
53023,1.0
53035,1.0
53038,1.0
184111,0.0
184114,0.0
53043,0.0
53048,1.0
184126,0.0
184135,0.0
53064,1.0
184137,0.0
53065,0.0
184142,0.0
53081,0.0
184153,1.0
184155,1.0
184158,0.0
53088,1.0
53090,1.0
184163,1.0
53093,1.0
53095,1.0
53102,1.0
53106,1.0
53107,1.0
53110,1.0
184189,1.0
53123,1.0
184200,0.0
184207,0.0
184220,1.0
184229,0.0
53158,0.0
53159,0.0
53162,0.0
184237,0.0
53168,0.0
53170,1.0
53172,1.0
184245,1.0
53174,1.0
53175,0.0
53173,1.0
53177,0.0
184253,0.0
184258,1.0
53187,1.0
184267,1.0
53198,0.0
53203,0.0
184278,0.0
53209,0.0
53210,1.0
184285,0.0
184293,1.0
53222,0.0
184295,0.0
53227,1.0
184299,1.0
53230,1.0
184303,1.0
184308,0.0
184311,0.0
53243,1.0
184316,0.0
53249,0.0
53258,1.0
184336,1.0
53270,1.0
53273,1.0
184352,1.0
53285,1.0
184362,0.0
53293,0.0
184366,1.0
53297,0.0
53298,0.0
184370,1.0
184372,0.0
53307,0.0
184380,1.0
53313,1.0
184391,0.0
53320,0.0
184403,1.0
53332,0.0
184417,1.0
53349,0.0
53359,0.0
184438,1.0
53366,1.0
53369,1.0
53376,0.0
53380,1.0
53381,0.0
184458,1.0
53387,1.0
184462,0.0
53395,0.0
53396,0.0
53406,0.0
53409,0.0
53416,0.0
53419,0.0
53425,1.0
53428,0.0
184500,0.0
184503,0.0
184510,0.0
53442,0.0
184514,0.0
184518,1.0
184519,0.0
184527,1.0
184532,0.0
184543,1.0
184547,0.0
53482,0.0
53483,0.0
184564,1.0
53497,0.0
184569,1.0
53502,1.0
53515,1.0
53518,0.0
184594,0.0
184598,1.0
184601,1.0
184606,0.0
184607,1.0
53539,1.0
53555,1.0
53559,1.0
184634,1.0
184639,1.0
184643,1.0
53573,0.0
53579,0.0
184655,0.0
184656,0.0
53583,1.0
53588,1.0
184663,1.0
53595,0.0
53602,1.0
184675,0.0
53604,1.0
184677,1.0
53606,1.0
53609,1.0
53611,1.0
53619,0.0
184698,1.0
53633,1.0
53638,1.0
184715,0.0
184717,1.0
184718,1.0
184721,1.0
53654,1.0
53660,0.0
53664,1.0
53667,0.0
184744,1.0
184746,0.0
53684,0.0
53688,0.0
53689,0.0
53698,1.0
53699,0.0
184780,0.0
184783,1.0
184784,0.0
184797,0.0
184800,1.0
53740,0.0
184812,0.0
53741,1.0
184813,1.0
53744,1.0
184825,0.0
53757,1.0
53759,0.0
184834,0.0
53763,0.0
184837,0.0
53773,0.0
53777,0.0
53778,0.0
53788,1.0
184862,1.0
184864,1.0
184865,1.0
53793,1.0
184870,1.0
53801,1.0
53803,1.0
53806,1.0
53810,1.0
53819,1.0
53822,1.0
53826,0.0
53827,1.0
53840,1.0
53853,1.0
184932,1.0
53875,0.0
184950,0.0
184960,1.0
53902,0.0
184979,1.0
184980,0.0
53910,1.0
184989,1.0
184990,0.0
53919,0.0
184993,1.0
53921,1.0
184995,1.0
53929,1.0
185004,1.0
185009,1.0
53939,1.0
53943,1.0
53959,0.0
53961,0.0
53970,0.0
185044,0.0
53973,1.0
53972,1.0
185048,0.0
53987,0.0
185063,1.0
185070,1.0
54001,0.0
185073,0.0
185076,1.0
54008,0.0
54014,1.0
185092,0.0
54023,0.0
54025,0.0
185100,0.0
185106,0.0
54038,1.0
54045,0.0
54046,1.0
54048,0.0
185121,1.0
185123,0.0
185124,1.0
185129,1.0
185135,0.0
54063,0.0
54066,0.0
185139,1.0
185140,0.0
185143,1.0
54080,0.0
54081,0.0
54082,1.0
185159,1.0
185170,0.0
54102,0.0
185177,0.0
54109,1.0
185184,0.0
54112,0.0
54115,0.0
185188,0.0
185189,1.0
54121,0.0
185194,0.0
54123,0.0
185196,1.0
185198,1.0
185199,0.0
54135,0.0
185229,1.0
54162,1.0
54165,1.0
185242,0.0
54171,0.0
54175,0.0
54177,0.0
185250,0.0
54178,0.0
54184,1.0
54185,0.0
54186,1.0
185258,1.0
54190,1.0
185266,1.0
185267,1.0
54199,0.0
185273,0.0
54205,1.0
54208,0.0
54215,0.0
54221,0.0
185298,1.0
54228,1.0
54229,0.0
54231,0.0
54241,0.0
185315,0.0
54245,1.0
54248,1.0
54258,0.0
54261,1.0
185336,1.0
54271,0.0
54272,1.0
54274,0.0
185348,1.0
185350,0.0
185352,0.0
185356,0.0
185360,1.0
54293,1.0
185378,1.0
185379,1.0
185388,1.0
54317,1.0
185391,1.0
54324,1.0
185399,0.0
54327,1.0
54328,1.0
54330,0.0
54340,0.0
185413,1.0
54342,1.0
54348,0.0
185423,1.0
54356,1.0
54361,1.0
185433,1.0
54364,1.0
54365,0.0
185444,1.0
185447,1.0
185455,0.0
185465,0.0
54403,0.0
185478,0.0
185483,0.0
54418,0.0
54419,0.0
185492,0.0
185494,0.0
54425,1.0
54426,0.0
54427,1.0
54430,0.0
54436,0.0
185508,1.0
185512,1.0
185515,1.0
54450,1.0
185524,1.0
54456,0.0
54457,0.0
54458,0.0
185529,1.0
185532,0.0
54460,1.0
54462,0.0
54467,0.0
54472,0.0
54474,0.0
185553,0.0
54482,0.0
185561,0.0
54497,0.0
185575,1.0
54508,1.0
54514,0.0
185591,1.0
54525,1.0
185602,0.0
54533,1.0
54536,0.0
54539,1.0
185613,0.0
185615,1.0
54544,0.0
185618,0.0
185621,0.0
54560,1.0
54564,1.0
185648,1.0
185652,1.0
185656,0.0
185662,0.0
54594,0.0
185667,1.0
54600,0.0
54605,1.0
185677,1.0
54610,1.0
54612,0.0
54613,0.0
185685,1.0
185690,1.0
54621,1.0
54623,1.0
185702,1.0
54636,1.0
185710,0.0
54639,0.0
54638,1.0
185717,1.0
185719,1.0
54654,1.0
185743,1.0
54680,1.0
185753,0.0
54682,1.0
185756,0.0
54685,0.0
185758,0.0
185762,1.0
54697,1.0
185772,1.0
54703,1.0
185780,0.0
54711,1.0
185794,0.0
185795,0.0
185797,0.0
54738,1.0
185814,0.0
54743,1.0
54742,1.0
185817,1.0
185819,1.0
54753,0.0
185827,0.0
185830,0.0
54767,1.0
185840,1.0
185844,1.0
185853,0.0
54781,0.0
185857,1.0
185867,1.0
185872,1.0
54800,1.0
54804,0.0
185877,1.0
185878,1.0
54807,1.0
54814,1.0
185887,1.0
54817,0.0
185895,0.0
54824,1.0
54842,0.0
54844,0.0
54851,0.0
185933,1.0
185936,1.0
185939,1.0
185945,0.0
185951,1.0
185953,0.0
54891,1.0
185971,1.0
54901,1.0
54905,0.0
54908,1.0
54909,1.0
185992,1.0
54923,0.0
185996,1.0
54925,0.0
54927,1.0
186000,0.0
54933,0.0
186006,0.0
186015,0.0
186020,0.0
54949,0.0
54950,1.0
54957,1.0
54972,1.0
54973,0.0
54980,1.0
186055,1.0
54984,0.0
54985,0.0
54989,0.0
186062,1.0
186072,0.0
186074,1.0
186077,1.0
186079,1.0
186090,0.0
186092,1.0
55030,1.0
186106,0.0
55040,0.0
55053,1.0
186127,1.0
55057,1.0
186130,0.0
55059,0.0
55061,1.0
186135,1.0
55068,0.0
55073,1.0
55080,0.0
55112,1.0
186189,0.0
55122,0.0
186201,1.0
186205,1.0
55134,1.0
186207,1.0
55138,0.0
55144,1.0
55150,0.0
186230,1.0
55162,0.0
55168,0.0
55169,1.0
186241,1.0
186243,1.0
186244,0.0
55179,1.0
55180,0.0
186254,1.0
55192,0.0
186265,1.0
55196,1.0
55203,1.0
186279,0.0
186282,1.0
186283,0.0
55219,0.0
55223,1.0
186297,0.0
55232,1.0
186307,1.0
55239,0.0
186313,0.0
55243,0.0
55245,0.0
55246,1.0
55253,0.0
186326,0.0
186332,0.0
55267,0.0
186339,0.0
55268,1.0
55270,1.0
55272,0.0
55275,0.0
55276,0.0
55284,0.0
55285,0.0
186358,0.0
186364,0.0
186371,0.0
55299,0.0
55308,0.0
55311,0.0
186391,0.0
186393,0.0
186405,0.0
55339,0.0
186412,0.0
186413,1.0
186415,0.0
55348,1.0
55350,0.0
55356,0.0
186430,0.0
186434,0.0
186436,0.0
186450,1.0
55391,0.0
55407,1.0
55416,0.0
186496,1.0
55425,1.0
55427,1.0
55429,1.0
55431,0.0
186504,0.0
186507,0.0
186512,0.0
186514,0.0
186515,0.0
186516,0.0
55447,1.0
55448,1.0
186521,1.0
55450,0.0
186522,1.0
55452,1.0
186519,1.0
55456,0.0
186529,0.0
186528,0.0
55457,0.0
55460,0.0
55464,1.0
55469,1.0
55470,1.0
186546,1.0
55478,1.0
186552,0.0
55485,1.0
186559,0.0
55494,1.0
186580,0.0
55510,1.0
186584,0.0
55513,0.0
55516,1.0
186590,0.0
55518,0.0
55520,1.0
55521,1.0
55525,1.0
186606,0.0
186613,1.0
55543,1.0
186616,0.0
186617,0.0
186618,1.0
55551,1.0
186626,1.0
186627,1.0
186634,1.0
186635,0.0
55564,0.0
186636,1.0
186640,1.0
55576,1.0
186655,0.0
55584,0.0
55586,1.0
55595,0.0
55601,0.0
55602,0.0
186677,1.0
55610,0.0
186688,1.0
55617,1.0
55619,0.0
186696,1.0
55630,0.0
186702,0.0
186706,0.0
186709,0.0
55637,0.0
55640,1.0
55650,0.0
186727,0.0
186731,0.0
55662,1.0
55663,1.0
186741,0.0
55669,1.0
186747,1.0
55677,0.0
186750,0.0
55678,0.0
186752,1.0
55681,1.0
186755,0.0
55683,0.0
55686,1.0
186759,1.0
186761,1.0
186763,0.0
186769,0.0
186782,1.0
186784,0.0
55712,1.0
55724,0.0
55736,1.0
186816,0.0
186821,1.0
55759,1.0
55762,0.0
55764,0.0
55765,0.0
55767,1.0
55771,0.0
55774,0.0
55780,0.0
186853,0.0
55791,1.0
55797,0.0
186870,1.0
186871,1.0
186874,0.0
186882,0.0
55818,0.0
186898,0.0
186900,0.0
186903,1.0
186907,0.0
55837,0.0
55838,1.0
186911,0.0
186912,0.0
186919,0.0
55849,1.0
186922,0.0
55851,0.0
186921,1.0
186925,0.0
186928,0.0
55857,0.0
186931,0.0
55859,1.0
55867,0.0
186941,0.0
186948,1.0
55877,0.0
55876,1.0
55880,1.0
